signal_name,total_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio
MOM|close|17,167.3185755375234,1.0318272393089312,1.4935553951033735,1.0405363196404345
MOM|low|17,167.1823193653063,1.0300880573304152,1.5041556631015263,1.012443049615906
MOM|low|16,151.74279874288263,0.825721090728492,1.1960975267069145,0.8134738425295293
MOM|close|14,150.37338805180985,0.8068511510382529,1.1577560459824212,0.8593453197739246
MOM|close|15,148.52165734219994,0.781128360072188,1.1163111543549837,0.7361629530417697
MOM|close|16,147.851125195783,0.771754485839595,1.0474666122878107,0.5734275984010502
MOM|low|14,142.53675095903338,0.6963051794268911,1.0050670499064502,0.6158718113393403
MOM|low|15,142.37384379509209,0.6939591552262848,0.996989683507352,0.417447232141741
SMA_CROSS|close|5|150,138.83385660868933,0.6424737963122428,0.8721869527406954,0.6389451308181855
SMA_CROSS|open|5|150,138.34368748953528,0.6352671692649022,0.8639580947197103,0.6510046457804458
MOM|close|13,138.33974209430235,0.6352090841697693,0.8635631042825329,0.4534298894305977
MOM|low|18,135.24662724471588,0.5892832873270173,0.8025549920227311,0.5491322936652047
MOM|close|18,133.42021277394528,0.561792709202243,0.7592350533906311,0.5231738066781563
SMA_CROSS|close|20|150,133.41457502354137,0.5617074117920311,0.7643680442629341,0.5283809798722517
SMA_CROSS|open|10|150,133.01389145781766,0.5556384116348949,0.7543212088966365,0.46853487632704394
SMA_CROSS|close|10|150,132.7969906546088,0.5523473546500023,0.7497822770842837,0.4929502362781915
MOM|open|16,132.02724465474694,0.5406350932657614,0.7722178301390079,0.35540118608050186
MOM|high|17,130.84913462111564,0.5226094166924471,0.7451107869408529,0.45066552673072885
SMA_CROSS|open|20|150,129.20422958680257,0.4972360505150684,0.6768263444182099,0.41797706675436164
MOM|low|46,128.9370175973986,0.49309124818193834,0.6689807367890275,0.4231940866201894
MOM|low|13,128.75516463895528,0.4902667728527554,0.666888801730261,0.3410818649947976
RSI|14|80|20,108.87075478724617,0.48393805755759983,0.7982186403544128,0.352582781918292
MOM|low|11,127.60011081260778,0.4722564112034825,0.6382025665559996,0.26771369126864114
ENGULFING_PATTERN,105.92126071365693,0.4616181775902552,0.6868128748809874,0.4472585521966012
MOM|close|47,126.06193379797992,0.4480805308019905,0.6074782624469138,0.35773718449837366
MOM|low|49,125.77940562395649,0.4436158488652699,0.6041309893628595,0.32339198943292335
MOM|close|33,125.24545209763336,0.4351573242162548,0.5923029969735593,0.38081826174078814
MOM|close|46,125.2020969063804,0.4344693303988902,0.5887780304081438,0.34262220342168287
ROC|30,125.07281545339015,0.4325132085704099,0.5844486203630243,0.392439487032248
MOM|close|20,124.80142874451361,0.42810270521094373,0.5774217988197916,0.34470994259135485
ROC|20,124.64534565793271,0.4256303224928177,0.5740844932380352,0.34187348976261966
MOM|close|30,124.24440443696143,0.41922594616121894,0.5664115041161015,0.36692954013118256
MOM|low|12,123.85307244757283,0.41297172317338326,0.556692996444183,0.21981912230160994
MOM|open|44,123.76742411154314,0.411600916069566,0.5577321598647818,0.468269698237764
MOM|low|45,123.56781720958054,0.4084034196843112,0.5546441976731415,0.3735371007481426
MOM|low|47,123.43937522617662,0.40634385470230183,0.5513324939834848,0.34211054867837903
MOM|close|41,123.28446671639117,0.40385775051747785,0.5478597581339809,0.33846989066606586
MOM|low|30,122.21948072505606,0.3867019399481348,0.5222678801600248,0.24473220261940795
MOM|low|7,121.64991665441092,0.3774805985149928,0.507568273960885,0.3368949187240724
MOM|open|45,121.3193357087842,0.37211350840908713,0.5029296061754853,0.3697415981310807
MOM|open|13,120.52914201559133,0.35923963558319727,0.5115842983164565,0.2202269215729589
MOM|close|36,120.39355371899659,0.357024274011498,0.4822463971074635,0.32154593090243994
MOM|close|45,120.14541088716919,0.3529649669103566,0.4791564873792994,0.3443780121873132
RSI|21|70|30,108.60694356450644,0.3473969212658768,0.5578384771392657,0.19653279086120995
MOM|open|46,119.60556024315048,0.34411181862636986,0.4646240093548238,0.23861583986704613
MOM|close|22,119.58941196099511,0.34384653613731553,0.46275131134610087,0.28037231513393757
MOM|high|47,119.46184687587014,0.34174995355744625,0.4607438036643431,0.29066496443472106
MOM|high|16,119.39979227046284,0.34072945276373134,0.4573086654055459,0.316645541868417
MOM|high|13,119.36588898551868,0.34017173726586825,0.4562978393919348,0.19925166675640935
RSI|30|70|30,106.17240302677426,0.33739505782551205,0.5694168985033766,0.2363809281808262
MOM|close|44,118.79293383292469,0.33072840711509777,0.4478487188532897,0.25274376027496026
MOM|high|46,118.79249560107783,0.33072117189367856,0.44527615635570084,0.2105665584115714
MOM|close|48,118.62684048789538,0.32798447630760497,0.4427628955051267,0.24595507197312744
MOM|close|31,118.57769397118936,0.32717200003736724,0.44309836214222814,0.21426528113710253
MOM|low|41,118.16814296685192,0.32039153634945416,0.4330249012192156,0.21611857847978874
MOM|high|14,118.06567163856867,0.31869224301302307,0.45213954872320755,0.1686743023263258
RSI|21|80|20,103.70057224700216,0.2948798616573449,0.5320581043699218,0.12399866323872179
MOM|close|29,116.6132183960141,0.2944860678179419,0.3957508574129257,0.23876066783398417
MOM|low|19,116.30985448506146,0.28940163256404355,0.39249416745830196,0.20630063090413292
MOM|close|43,116.29349589345337,0.2891271763293474,0.3908939859623356,0.2517982205942153
SMA_CROSS|open|20|100,116.27856747357302,0.2888766892848193,0.3893994884513585,0.27579150042912093
MOM|close|2,115.61334333136269,0.27769003320430047,0.3999561535353509,0.16219994389454434
MOM|close|42,115.37107645718332,0.2736039618330946,0.3688361132456813,0.21516407418732378
MOM|high|49,115.29469694389074,0.272314398175069,0.3673817959875415,0.1787699970353401
MOM|low|33,115.15342778007505,0.26992756375093085,0.36470639109827313,0.18103478587492264
MOM|low|20,115.14238397305961,0.2697408781723892,0.36501393338274984,0.1798059682868983
MOM|close|26,115.13471557825451,0.26961124444658024,0.3610032651550277,0.231244143784186
MOM|close|28,115.0567251701958,0.2682924385302184,0.3592652233252526,0.2146139531421941
MOM|close|32,114.906796558098,0.2657552741783942,0.3607715211253492,0.20133099551117306
MOM|high|45,114.72285754827416,0.26263916097391643,0.3540819745388749,0.24268101136170472
MOM|close|35,114.39196036668949,0.25702393345779223,0.34592891758410205,0.16590358867957025
MOM|close|19,114.34175373600344,0.2561708728050169,0.3445747230360787,0.20466461250012494
MOM|high|7,114.20546091508861,0.25385369798204127,0.3371578550588767,0.18406565379715187
MOM|open|47,114.17548719638071,0.253343820328246,0.34112466470885316,0.2217599696314172
MOM|high|48,113.84121242711981,0.24765069828389852,0.33300889266589817,0.18446960079297606
MOM|close|3,113.46256859364254,0.24118665966295239,0.3410136426040454,0.15500474217415924
SMA_CROSS|close|20|100,113.29502226492674,0.23832121571342246,0.3210725315651272,0.2486085939134434
MOM|low|28,113.09515920068452,0.23489887923771707,0.3154886393012984,0.16121147085734766
MOM|close|10,112.94485605107134,0.23232217372782088,0.3084551461602184,0.16063016075108305
ROC|10,112.8256213554704,0.23041448015181054,0.305911683738844,0.16107344278354263
MOM|close|11,112.5725258826647,0.22592801955664,0.3013727346481431,0.1247482139912314
MOM|open|40,112.35461527248614,0.22217836669581711,0.29971390949298077,0.14927263393939583
MOM|open|33,111.64663294652183,0.2099579427863287,0.2822965360524292,0.13951570671755306
MOM|high|15,111.33655724067447,0.20458735159200525,0.2735279710255868,0.12717351449923156
MOM|close|34,111.24387341071258,0.20297985436774393,0.27315590057106887,0.11626754666250996
MOM|low|31,111.15846738302923,0.20149768886099756,0.2717065286229089,0.1204986282481658
MOM|low|29,111.1093016509578,0.20064406067944537,0.2695288943400113,0.1465230630642214
MOM|low|44,111.0578318188544,0.19975012256812139,0.27019876104545076,0.15798396623511704
MOM|high|32,110.92808682678515,0.1974953001913067,0.26630715214939793,0.11928125249269146
MOM|open|12,110.83750425005677,0.1959198984013585,0.2607286270029035,0.09269958804814023
MOM|close|9,110.71387013031261,0.19376809989349553,0.25676205753692266,0.1056708778518364
MOM|close|21,110.43386975658443,0.1888881076330545,0.2545111421166284,0.12761628102321615
MOM|low|35,110.22940557852368,0.18531870396465425,0.24910138118980737,0.12295742202198463
MOM|low|27,110.22904670404685,0.1853124347039499,0.24858390899917857,0.17289448457661558
MOM|high|30,109.88344525800358,0.17926776731721844,0.24087884771840948,0.12001050859742089
MOM|high|44,109.80074479018462,0.17781918782734413,0.23924223432187752,0.16248640257084584
MOM|open|11,109.73853110588523,0.17672891260294046,0.23536519054914465,0.07245251458516595
MOM|high|11,109.68043380578098,0.17571035444803176,0.23383105277755892,0.07725225613309647
SMA_CROSS|close|5|50,109.63947605545195,0.1749920408765807,0.23432092951341849,0.1536432622261236
MOM|low|32,109.63435988740396,0.1749022994482988,0.23615723827524898,0.11064984719039488
SMA_CROSS|close|5|100,109.44514294164274,0.17158108485461931,0.23089227698827156,0.11627417703045702
MOM|high|19,109.42331987178055,0.171197759182762,0.22930952847882052,0.11486923557930466
MOM|close|49,109.08517727815565,0.16525084692169686,0.22231221128964135,0.09988418679744632
BB|50|2.0,103.43732841612888,0.1632602824329948,0.26455762781971986,0.10357082311989685
MOM|low|23,108.53414589390657,0.15553001238007527,0.2101269508675256,0.09685076525914794
MOM|open|22,108.42341586326792,0.1535721181664497,0.20622783318977542,0.08756395840168019
RSI|14|70|30,104.39752949182657,0.15187908400799963,0.2361466980497108,0.08591148621637286
MOM|low|48,108.14445441548273,0.14863291450349603,0.20011860228795203,0.10610585116582198
MOM|low|22,108.10404837626122,0.1479167014957243,0.19941876779913903,0.09586887081732909
MOM|high|31,107.72221560503425,0.14113857993109727,0.18991628051659054,0.09410812296710319
MOM|low|25,107.5210133830362,0.1375596386095335,0.18514759329479366,0.08075053845297574
MOM|open|32,107.50435817877724,0.1372631533998595,0.18423901575914925,0.08551533734873308
MOM|open|15,106.98217691235625,0.12794999766800447,0.17089849845445795,0.06404587470114358
MOM|high|41,106.79050523469743,0.12452291301282538,0.16708080698615205,0.07715264184027987
BB|50|2.5,101.56346406654129,0.12333553397136937,0.1905706973864819,0.09071267539984924
MOM|close|7,106.56960209877376,0.12056741273729887,0.15995003683846684,0.1109743500276914
MOM|high|33,106.51170697651851,0.11952971749286663,0.16077831095527487,0.0636858857260956
MOM|close|12,106.3509023738502,0.11664527094069597,0.15471986842373997,0.06158141686690235
MOM|low|24,105.96329257854717,0.10967894190979947,0.14785994337415823,0.05847690045142867
MOM|open|48,105.89874561644592,0.10851700403133549,0.14592297637254034,0.07188993291351871
