signal_name,total_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio
RSI|high|21,118.02478756247314,0.31525069455082,0.44448435515072454,0.17651496450819626
EMA|close|5|20,111.74298392364736,0.2098052406667525,0.2809983210794532,0.14272910927981153
EMA|close|15|100,111.56957174999415,0.20683137568648058,0.27881312877045017,0.15511700485072202
EMA|low|5|50,107.62422543442243,0.13820668156141847,0.18531325857473457,0.11436960182595768
EMA|low|5|20,107.57425989461191,0.137325459567427,0.18496929426155767,0.07671379001996073
EMA|high|15|100,107.53623547758993,0.1366546308391176,0.18399785161279414,0.09449675340907071
EMA|low|15|100,107.0136787692403,0.12741740573842575,0.17162286155996373,0.09803837335510573
RSI|low|14,106.11716077078144,0.11148976682158154,0.15497264136413988,0.06549510119057947
EMA|close|10|20,105.99269335869069,0.10927041991137297,0.14609723576447559,0.07285013401861475
EMA|close|10|100,105.62592295563572,0.1027191171004648,0.13844199053234402,0.08151024413580288
EMA|close|15|20,104.03710126675192,0.07413871941027957,0.09905613105121928,0.05271971458887282
RSI|high|14,102.91169237365752,0.053693673593105166,0.07394467803006247,0.03250087620962933
EMA|high|10|100,102.88188529531128,0.05314987855140622,0.0713507667597145,0.03421930839387071
EMA|high|10|20,102.40624667312761,0.04445619876956414,0.059407777875567856,0.02764465642140886
EMA|high|5|20,101.65205043856145,0.03060813609084628,0.040754841850739874,0.016565692782664343
EMA|close|5|100,100.68608561528072,0.012757537925979688,0.017035333392903015,0.008253775360113454
EMA|high|5|100,100.41254642345156,0.007679086658595935,0.010269888932293832,0.005736167625655026
EMA|close|10|50,100.39734477201576,0.00739654973256217,0.009883958892865216,0.0051327227207845
RSI|low|28,100.00281042520037,5.2394046076508074e-05,7.344587856232295e-05,2.9601395508071938e-05
EMA|high|5|50,99.57781463112111,-0.007883401810657035,-0.01048364753165719,-0.005248490912223503
EMA|close|5|50,99.21480720801524,-0.014682062513095883,-0.019536914693297155,-0.010031137233185588
EMA|low|10|20,97.78479050212347,-0.041649277394976425,-0.05544876055864659,-0.0241297550992392
EMA|low|10|100,96.31526838609834,-0.06967473727282203,-0.09343781001596284,-0.043560934764209386
EMA|high|15|20,95.39014419503002,-0.08748458993704357,-0.11643787534908742,-0.06148412178488521
EMA|low|15|20,95.1339044173959,-0.09244068917924216,-0.1233309358276863,-0.0562242364691846
RSI|low|21,94.6878373311273,-0.10109255918922594,-0.14120444506523475,-0.053286230864319134
RSI|close|21,93.03673485758173,-0.13338857467944443,-0.1859823144346283,-0.0650775811050154
EMA|high|10|50,91.831158637219,-0.1572455840022289,-0.2093649042456634,-0.1009936446426414
RSI|close|28,91.7991696071359,-0.1578818410667434,-0.2193398207552185,-0.07788376225570824
EMA|high|15|50,91.546147591576,-0.1629203171233066,-0.21767967441612127,-0.10374025650054111
EMA|low|5|100,91.2495520581375,-0.1688399482176528,-0.22449388905433748,-0.09621481406686204
EMA|low|10|50,91.18683701593774,-0.17009352107942938,-0.2267009512480985,-0.09923103209195003
EMA|close|15|50,90.412075232388,-0.1856339599629088,-0.24734751571769586,-0.12088316481393242
EMA|low|15|50,86.81231556505988,-0.2591935358221158,-0.34518340265721736,-0.14988824214712543
RSI|close|14,86.50026897378223,-0.2656783872448675,-0.3664274256065926,-0.11503777310137109
RSI|high|28,82.83996105872964,-0.34310378959859406,-0.4726573397917323,-0.13173026205702126
