signal_name,total_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio
ADX_FILTERED_MOM|17|20,137.05050215682638,0.846346822321147,1.2761189562187991,0.8196486428771854
RSI|14|80|20,108.86923111795798,0.4801776215155535,0.7916401315885486,0.3476378316409146
ROC|20,123.89473266252293,0.4100213993290204,0.5529563922012904,0.3275457778381467
ROC|30,123.77753362375276,0.4082423461496507,0.5515320424416084,0.36843664968238393
RSI|30|70|30,106.31253098085563,0.3424342289063712,0.5779844607811347,0.23828599138111303
RSI|21|70|30,108.09193080835679,0.32471073605007333,0.5210508142784913,0.1825465188030284
RSI|21|80|20,103.48263541328977,0.2756453885021227,0.4966971976746889,0.11518047533175364
ROC|10,112.47089167414921,0.2223832284218668,0.29525861183409435,0.1546272424790585
RSI|14|70|30,104.22200919046185,0.14468445176782863,0.22501039782353002,0.08139730887022334
BB|close|20|1.5,101.39907768906178,0.025945779029077156,0.03599082700181959,0.014601976177280828
BB|low|20|1.5,99.35751524093006,-0.012007079845077973,-0.01663667601070642,-0.0087570775308956
RSI|30|80|20,99.62347653901567,-0.07076739849989455,-0.0977508131811281,-0.03782759877931435
BB|close|20|2,95.89825316801095,-0.07768669993003469,-0.10900628662849783,-0.048508740482257576
BB|low|30|1.5,92.5885468392555,-0.14223018733452936,-0.19590766256716166,-0.0934907781066496
BB|close|30|1.5,85.79425626129878,-0.28041625617839855,-0.38377832548517565,-0.13766088631578288
BB|low|30|2,85.28429668254037,-0.2911189076009272,-0.40257081246675047,-0.1377814344785523
BB|high|30|1.5,85.19368255783425,-0.29302572696641727,-0.40177499485439905,-0.1398099144718164
BB|high|20|2,84.7955981262884,-0.30142101190829274,-0.41722980453149505,-0.12760214397336667
BB|open|20|1.5,84.31181333602747,-0.3116640052314412,-0.42916174511822514,-0.13199930459315162
BB|low|20|2,83.34940567117361,-0.33217406066394384,-0.4623551142043966,-0.14263585599328868
BB|high|20|1.5,78.98835050058878,-0.42743225983401073,-0.5825245624650551,-0.1484738301742128
BB|open|30|1.5,78.59329018966334,-0.4362571468783269,-0.5982372394945293,-0.17121341420358022
BB|open|20|2,78.02057533102172,-0.44911049679441484,-0.6226989976208027,-0.18747634358404325
BB|close|30|2,77.46913242807031,-0.4615543244244711,-0.6369020337509785,-0.18043116717854576
BB|open|30|2,75.63017565659779,-0.5035444881998382,-0.6912001822436652,-0.18343095430407855
BB|high|30|2,74.91681469489804,-0.5200420217576117,-0.712551929983778,-0.18443600967967683
