signal_name,total_return_pct,sharpe_ratio,sortino_ratio,calmar_ratio
SMA|high|4|20,89.87996374862581,-0.19636584033682292,-0.26070374913395056,-0.11070011332121227
SMA|high|20|30,89.7807094678282,-0.19837297840230134,-0.26540126864480723,-0.11600677084904443
SMA|high|6|35,89.45772620295827,-0.20491607515287513,-0.27181626855415425,-0.10016253148124409
SMA|close|6|55,89.43913322133749,-0.2052932829267802,-0.2741255027016135,-0.10550172900078254
SMA|close|8|25,89.3627435220174,-0.2068436732045919,-0.2735105478734784,-0.08688966807890752
SMA|low|10|35,89.2178285454203,-0.20978760491083803,-0.28062590597355064,-0.10364558696222648
SMA|high|12|45,89.02542509397006,-0.21370186925738777,-0.28711095219664556,-0.13687086956014344
SMA|high|10|15,88.9480017850027,-0.21527878261286032,-0.2852378467518066,-0.09916276425868366
SMA|high|18|45,88.83472578659647,-0.21758780134361358,-0.291334570047099,-0.1348746058961767
SMA|close|12|40,88.73263949646328,-0.21967064266112177,-0.2932762039272608,-0.11715053848742003
SMA|low|10|40,88.66579747311941,-0.22103538892313537,-0.2954290957577586,-0.12119640823153154
SMA|high|10|55,88.57399107725439,-0.2229111176291041,-0.29777437360013337,-0.1221206063180622
SMA|low|6|35,88.5005088622438,-0.2244135212551097,-0.29740078207584814,-0.12122659904329343
SMA|low|20|50,88.45711168866437,-0.2253012567165843,-0.3018859833671108,-0.11465243766783192
SMA|low|4|60,87.97847199473544,-0.2351143229963359,-0.3129263089878813,-0.11645153696118628
SMA|close|20|50,87.94434722240172,-0.2358154941397615,-0.31563648878580924,-0.13216986782393172
SMA|close|18|50,87.91357881384984,-0.23644787802515657,-0.31631653490441725,-0.12631451926811965
SMA|close|10|60,87.34262085272,-0.2482133726706051,-0.3326887248143465,-0.13278610698377785
SMA|high|20|40,87.32987894158859,-0.24847660460077559,-0.33231658879609366,-0.11770291343538779
SMA|low|18|50,87.28734491477306,-0.2493555158085363,-0.33332068659348557,-0.11688425221608566
SMA|low|8|35,87.20933261877497,-0.25096838452601333,-0.33267523567723883,-0.11674680232906917
SMA|high|16|30,87.12556754027733,-0.25270140918916056,-0.3377505787961422,-0.11320197550454011
SMA|close|8|55,86.8991524579708,-0.2573920688753603,-0.34442846734988924,-0.12804686814304098
SMA|close|10|25,86.84141575441959,-0.2585896876294004,-0.343144991380661,-0.10846996341986462
SMA|close|10|30,86.82107245173124,-0.25901180863567835,-0.34547968393552553,-0.11593185746409704
SMA|high|18|30,86.7881464982426,-0.2596951763540652,-0.34685668087542376,-0.12934704581325318
SMA|high|4|15,86.59729136712195,-0.2636601921436663,-0.34777151023848163,-0.1299472619396285
SMA|low|4|20,86.48016040557108,-0.26609687283429573,-0.3504750659060112,-0.12130827078539654
SMA|low|8|55,86.38443055425353,-0.2680902064609424,-0.35898916066881026,-0.12940802742036772
SMA|high|20|45,86.25380090839802,-0.2708129448725798,-0.3617972258292496,-0.16092428417369883
SMA|close|16|40,86.07788186734452,-0.2744846070960609,-0.3662099558721683,-0.1600943627558908
SMA|close|6|25,85.69457404640717,-0.28250450762366436,-0.3746649987921257,-0.12078670808553399
SMA|close|10|35,85.47740258339674,-0.28706044535908115,-0.38226176847177645,-0.13532692189854603
SMA|low|10|55,85.42287919371951,-0.28820564513794145,-0.385350614811615,-0.15561539842859656
SMA|low|10|60,85.39176773637418,-0.28885935321522216,-0.3862874570439616,-0.14857394068748966
SMA|low|14|25,85.12492303173693,-0.2944736792528876,-0.3934752571569455,-0.11392587581570032
SMA|close|18|30,85.01460856353602,-0.2967985622442484,-0.39655694420689447,-0.13508863430656493
SMA|high|10|45,84.86419205271935,-0.2999722893386131,-0.4015287477926314,-0.1400840674511825
SMA|high|10|60,84.85713304686709,-0.30012133616290604,-0.40115774448700414,-0.15677413797983558
SMA|low|16|20,84.73593235986078,-0.30268190534339257,-0.4268934969407776,-0.09362304191513254
SMA|high|16|40,84.67931521959184,-0.3038789675986893,-0.40533554130481225,-0.16243532951613188
SMA|high|14|30,84.55309994920923,-0.30654977315522863,-0.4076477520453275,-0.12254380444871606
SMA|low|10|25,84.34892363592276,-0.31087670259545597,-0.4119253395331026,-0.12939967361225174
SMA|close|8|35,83.9674502472406,-0.3189822791672234,-0.42156972928329833,-0.13575364728705921
SMA|low|4|30,83.8909989440793,-0.3206100816985484,-0.42120777304275203,-0.14694298326997726
SMA|close|6|15,83.86451945137352,-0.32117414659657706,-0.4225957285784326,-0.11751964672195814
SMA|low|12|40,83.84093236128717,-0.32167671267819253,-0.4294190811748526,-0.16231777148550458
SMA|low|18|45,83.38232354349859,-0.33146957767913615,-0.44251124014298004,-0.16959402504964824
SMA|high|18|40,83.36014933871324,-0.33194410761399096,-0.44305937863409267,-0.1474222687971796
SMA|close|6|60,83.27816065564544,-0.3336995054364596,-0.4444142426641892,-0.15718916577567232
SMA|high|16|20,83.0923331647489,-0.337682979283915,-0.4543513099840847,-0.11979008412035157
SMA|high|12|25,82.79927406064563,-0.3439788726960304,-0.45834374210148804,-0.12488970731228198
SMA|low|10|30,82.72806667223803,-0.34551120040721944,-0.46043467909356145,-0.15206894809734806
SMA|close|20|45,82.62848197401507,-0.3476558652387442,-0.4624270841715609,-0.16340072802612118
SMA|close|8|20,82.44213737411829,-0.35167427363512244,-0.4632978593442617,-0.1492397417802956
SMA|close|6|20,82.09678989826105,-0.3591397502626269,-0.4755730729164259,-0.13884891454208204
SMA|low|8|25,81.97907924782454,-0.3616897811059659,-0.4763922696221585,-0.1484675716070995
SMA|low|8|20,81.87771037667271,-0.3638880201751832,-0.4798411000383538,-0.1535893835682304
